Number of hit	Text ID	Context before	Query item	Context after
272	10197343	has exposed serious weaknesses in our ability to respond to	novel	pathogens . Three major areas of improvement include the rapid
273	10199369	CoV - 2 infection and for the preclinical development of	novel	therapeutic strategies . Several mouse models have recently been reported
274	9841040	- dependent autophagy . The current study will test the	novel	hypothesis that Nrf2 -stimulated protective mechanisms play an important role
275	9806867	and other epigenetic regulators . I will also use a	novel	proteomics approach to analyze locus-specific proteomics at TetEs . In
276	10208313	and analyze data related to the theme , ? Identifying	novel	methods to reduce inorganic arsenic ( iAs ) exposure and
277	10208313	results to key stakeholders in NC . This study is	novel	in its investigation of combined effects of toxic substances (
278	9665522	bacterial virulence mechanisms and on exploiting these mechanisms to develop	novel	therapeutics to block infection . ! PROJECT SUMMARY ABSTRACT CMA
279	9823107	getting 3 trials for the price of one ) and	novel	insights on how interventions with different mechanisms may influence the
280	9822814	. The Center facilitates the creation and clinical translation of	novel	, cross cutting devices or methodologies within a framework that
281	9822814	materials and microsystems for communicating with the nervous system for	novel	neurotherapeutic or neuroprosthetic interventions , mechanisms and optimal delivery of
282	9822814	electrotherapy to accelerate wound healing or modulate chronic pain ,	novel	sensing systems for point - of - care blood analysis
283	9822814	- term monitoring of bladder status through wireless sensors ,	novel	active exoskeletons and articulated support structures that enable locomotion and
284	9806188	approaches developed here will provide a unified model and yield	novel	insights into this important biological process . PROJECT SUMMARY /
285	9805607	and ESA treatment both also stimulate FGF23 production . A	novel	paradigm in earlier CKD has been suggested with the use
286	10199425	the span of a few months . Recently , a	novel	isolate of the SARS - CoV - 2 virus carrying
287	10200456	homeostasis in neurons . The proposed studies build on :	novel	biochemical insights into the distinct properties of wild type and
288	10195191	rapidly across the globe in the six months since the	novel	coronavirus SARS - CoV - 2 was first detected in
289	10195260	Supplements and Urgent Competitive Revisions for Research on the 2019	Novel	Coronavirus , our research team proposes increase our understanding of
290	10164272	. Importantly , initial data stemming from studies on the	novel	coronavirus responsible for the COVID - 19 pandemic , SARS
291	10203379	and communities at large ; and 3 ) Deliver promising	novel	therapies and interventions to the population of Michigan through our
292	10208162	gene variations affect inflammation , to support the formation of	novel	research questions in the area of pain . Furthermore ,
293	10208162	genes , PT treatment ( to be collected as a	novel	aspect facilitated by this proposed supplement ) , the outcomes
294	10199552	PGDHC which , in turn , elevates the osteoclastogenesis via	novel	Cathepsin B / Myh9 axis in the bone resorption lesion
295	9852908	amide hydrolase inhibitors that will be used as a promising	novel	therapeutic strategy in the pain management . We will study
296	9852908	propose to study represent a much - needed , completely	novel	, nonopioid , starting point in pain management research .
297	9852908	investigated as a nonopioid pain medication development approach . This	novel	class of nonopioid analgesics provides flexibility and an advance in
298	9852908	of the molecular determinants required for dual inhibition of these	novel	ligands . This will ultimately allow the development of potent
299	9841253	to BPD and neurocognitive deficits . 3 . To develop	novel	remediation technologies to treat sediments from Superfund sites in a
300	9841253	should help in risk assessment . 4 . To develop	novel	strategies to prevent and reduce the health burden associated with
301	9853188	the previous TWS successes to broaden our curriculum using a	novel	thematic approach to skill development , and to expand our
302	9853350	approaches , and integration of interdisciplinary research and bioethics into	novel	educational modules . We will collaborate initially with teams of
303	9854767	of laser capture microdissection ( LCM ) , to a	novel	, more direct method , which employs a picosecond infrared
304	9854768	progression of each DBP from accelerating top-down robustness to innovating	novel	targeted and discovery approaches from specific cell types . Integrating
305	9909941	the in vivo production , export and degradation of this	novel	intercellular signaling molecule have not yet been defined . Our
306	9845253	activation activities to quit smoking . We therefore created the	novel	Behavioral Activation / Problem Solving for Smoking Cessation ( BAPS
307	9845253	the interventions ' effects This project will determine whether the	novel	intervention is superior to standard counseling to establish a new
308	9838932	4 ) Provide expertise in the application and development of	novel	statistical models and methodology for analysis of complex multidimensional data
309	9838932	the toolsets available to the Superfund research community by developing	novel	approaches and methods for understanding the relationship between EPFR exposures
310	9838029	effective treatment has been available for SCI patients . Developing	novel	repair strategies to mitigate the devastating nature of SCI and
311	9836927	mechanistic understanding and , in parallel , the identification of	novel	strategies toward therapeutic targeting for this class of cancer drivers
312	9851239	. Results from this screen will be used to dissect	novel	mechanisms of nuclear size control using Xenopus egg extracts and
313	9839912	This project proposes to continue our prospective cohort study of	novel	risk factors for preterm birth and other adverse pregnancy outcomes
314	9854762	( FLASH - RT ) , focused on translating a	novel	irradiation modality rapidly into the clinic . The overall hypothesis
315	9854762	requisite data sets required for the rapid translation of the	novel	FLASH irradiation platform to the clinical scenario . Preclinical studies
